TempID,SiteID,Survey_Ref,Modern Name,Ancient Name,Local-Easting,Local-Northing,Easting-Long,Northing-Lat,SiteSize,PopulationEstimate,Regions-3,Regions-2,Region,GeologicType,SiteType,SiteFunction,BurialType,Reference,Period,Rainfall,Temperature,Elevation,Slope,Aspect,Cattle/km2,Goats/km2,Pigs/km2,Sheep/km2
12054,5312,MJ-4592,Arqadat,,,,35.584596,32.175388,,,Zone of Uncertainty,Jordan Valley,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),243,73.59500122,-269,0.350919306,296.5650635,4.24893,85.8807,0,255.763
12055,5768,MJ-7161,Wad'ah,,,,36.04778818,32.15253545,7.99738,1999.345,Zone of Uncertainty,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),235,64.23500061,547,12.80948734,155.441803,1.59546,12.9852,0,39.1532
12056,5978,MJ-9239,Jaret Hussein,,,,35.616106,30.932248,,,Refugia,Jordanian Highlands,Wadi Hasa Survey,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),309,62.76499939,904,10.29831791,9.107334137,0.02273,14.9175,0,27.3636
12057,6015,MJ-9508,Rabi',,,,35.593576,32.193308,,,Zone of Uncertainty,Jordan Valley,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),246,73.2049942,-264,1.240508795,214.6951599,4.03956,80.9132,0,253.721
12058,6050,MJ-9595,Ma'ajajeh,,,,35.56374,32.402968,,,Zone of Uncertainty,Jordan Valley,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),284,71.1499939,-283,2.910372496,274.6354675,16.0675,87.2539,0,61.9285
12059,6279,MJ-11076,Balu' (north),,,,35.782956,31.364538,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),306,63.11000061,826,16.98548698,147.4499969,0.086225,28.2726,0,65.2746
12060,6502,MJ-12546,JADIS: 2317022,,,,35.92252,32.163758,,,Zone of Uncertainty,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),298,63.81499863,608,3.840018034,358.8308716,3.35907,17.3392,0,60.2062
12061,3439,GRS-26,Tell Rasm Shakra,,262235,3946634,36.3742549,35.63493385,1.9,475,Refugia,Orontes Valley,Ghab Valley,,Stratified,Unknown,No Burials,Graff 2006,Late Bronze Age (undifferentiated),602,65.95999908,169,0.110971682,135,12.0902,7.98808,0,86.6418
12062,6103,MJ-10039,Beidar Radwan,,,,35.655076,30.988938,,,Poor for Agriculture,Jordanian Highlands,Wadi Hasa Survey,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),127,67.49000549,228,5.321684361,228.5763397,0.011973,21.5998,0,47.0169
12063,915,ASI62-30,"Tel Yosef, Ancient 1",,238182,715199,35.40376182,32.53080779,,,Refugia,Jezreel Valley,Jezreel Valley,,Stratified,Unknown,No Burials,Tzori and Shemesh 2015,Late Bronze Age (undifferentiated),411,67.80500031,-64,2.842097521,24.44395447,44.7522,6.14346,19.0974,54.8732
12064,269,ASI20-127,Tamra 1,,219380,750198,35.20362268,32.84655562,1,250,Refugia,Lower Galilee,Northern Coastal Plain,,Surface,Unknown,No Burials,Lehmann and Peilstöcker 2012,Late Bronze Age (undifferentiated),611,66.77000427,110,7.658416271,213.3663635,40.0508,15.9775,29.6025,25.5676
12065,5116,MJ-2687,Tell al Mistah,,,,35.63837773,31.90462545,2.32429,581.0725,Poor for Agriculture,Jordan Valley,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),186,73.81999207,-161,3.137578011,257.0053711,1.47679,80.2544,0,104.548
12066,373,ASI28-69,Mizpe Zevulun,,219680,738998,35.20682453,32.7455657,,,Refugia,Lower Galilee,Yizre'el Valley,,Stratified,Pastoral,No Burials,Raban 1982,Late Bronze Age (undifferentiated),587,66.44000244,165,4.056957245,280.0079651,42.3417,15.6248,43.4383,42.5454
12067,7015,MHC-171,Tel Miski,Tell el-Kadhieh,187300,182400,35.39301261,32.2347123,1.55,387.5,Refugia,Samaria,Hill Country,,Surface,Unknown,No Burials,Zertal 2008,Late Bronze Age (undifferentiated),354,68.11999512,-28,2.119146824,357.8789063,8.87073,66.3663,1.89774,179.458
12068,6303,MJ-11183,Tell Madaba,,,,35.7925297,31.71469424,0.39496,98.74,Refugia,Jordanian Highlands,,,Stratified,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),327,63.24499893,781,5.442661762,251.5650482,0.757721,25.2546,0,112.818
12069,363,ASI28-43,Khirbet Shabana (M),,216380,739898,35.17161091,32.75367676,,,Refugia,Lower Galilee,Yizre'el Valley,,Stratified,Unknown,No Burials,Raban 1982,Late Bronze Age (undifferentiated),584,66.60499573,128,8.143131256,5.492324352,40.2507,12.6379,16.5027,35.4108
12070,397,ASI29-53,Tel Shimron 5,,220481,734498,35.21536614,32.70498849,0.4,100,Refugia,Jezreel Valley,Lower Galilee,,Surface,Unknown,Tomb,Raban and Shemesh 2016,Late Bronze Age (undifferentiated),573,66.33499908,166,6.387727261,7.733598232,49.9428,14.0162,36.367,49.8571
12071,398,ASI29-55,Tel Shimron 6,,220581,734498,35.21643265,32.70498839,,,Refugia,Jezreel Valley,Lower Galilee,,Surface,Unknown,Tomb,Raban and Shemesh 2016,Late Bronze Age (undifferentiated),573,66.33499908,161,5.632636547,334.5024414,49.9428,14.0162,36.367,49.8571
12072,1121,ASI78-63,Tel Afeq,,193585,667995,34.93033809,32.10500055,,,Refugia,Coastal Plain,Samaria Hills,,Stratified,Unknown,No Burials,Kochavi and Beit-Arieh 1994,Late Bronze Age (undifferentiated),548,67.29499817,25,3.028150797,248.7494965,136.241,2.3987,49.7099,23.066
12073,304,ASI24-115,Tel 'Alil,,214880,741898,35.15559479,32.77170555,5,1250,Refugia,Lower Galilee,Lower Galilee,,Stratified,Unknown,No Burials,Olami and Gal 2003,Late Bronze Age (undifferentiated),572,66.90499878,97,2.232134819,161.5650482,46.5973,15.6274,47.143,38.0526
12074,67,ASI15-24,Dardara,,261400,774700,35.65358892,33.06667447,,,Refugia,Huleh Valley,Golan,,Surface,Unknown,No Burials,Hartal 2014,Late Bronze Age (undifferentiated),551,66.05000305,221,21.34183311,267.3883057,17.7241,23.4705,0,56.9421
12075,70,ASI15-33,Sheikh Marzuq,,265800,773200,35.70062866,33.05297153,,,Refugia,Anti-Lebanon Mountains,Golan,,Stratified,Unknown,No Burials,Hartal 2014,Late Bronze Age (undifferentiated),623,63.84500122,519,3.452014685,230.5275421,9.8585,14.4353,0,83.3129
12076,84,ASI15/1-19,Khuweikh (Northeast),,275300,775600,35.80248482,33.07416404,,,Refugia,Anti-Lebanon Mountains,Golan,,Surface,Unknown,No Burials,Hartal 2014,Late Bronze Age (undifferentiated),697,60.73999786,906,3.13562274,270,13.1441,10.5785,0,99.8673
12077,1388,ASI98-280,Tel Haraqim,,183620,603594,34.82713166,31.52394951,2.5,625,Refugia,Judea,Shephelah,,Stratified,Pastoral,No Burials,Dagan 1992,Late Bronze Age (undifferentiated),339,66.75499725,239,8.558085442,166.8490448,0,4.46285,15.7671,68.0395
12078,1396,ASI98-328,Tel Agra,,187990,601074,34.87322101,31.50134995,4.5,1125,Refugia,Judea,Shephelah,,Stratified,Unknown,No Burials,Dagan 1992,Late Bronze Age (undifferentiated),330,65.70500183,327,7.814534664,233.9305878,0,4.07118,7.4157,26.7408
12079,5483,MJ-5533,JADIS: 2205001,,,,35.78093895,31.05877105,33.68743,8421.8575,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),369,61.48999786,1103,3.17642808,195.7511749,0.014469,20.2683,0,62.6653
12080,5506,MJ-5608,Hejfeh,,,,35.781096,31.229258,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),334,62.40499878,933,1.179479957,183.8140717,0.045992,47.7019,0,131.015
12081,6120,MJ-10103,Kfeiraz,,,,35.66374,31.10831,4.01617,1004.0425,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),379,60.125,1235,0.992462814,198.4349518,0,12.5526,0,43.7272
12082,6144,MJ-10151,Neqqaz,,,,35.70409,31.154718,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),366,60.86000061,1120,1.999760509,25.55996513,0.10792,80.1368,0,132.545
12083,5396,MJ-4991,Sakka,,,,35.65612,31.211718,,,Zone of Uncertainty,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),286,63.96499634,728,14.38873959,49.76364136,0.056623,34.773,0,112.98
12084,6142,MJ-10148,Franj,,,,35.688436,31.171008,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),336,61.87999725,920,14.37300873,48.90049362,0.053447,39.9794,0,138.798
12085,6262,MJ-10985,Nsheinish,,,,35.75707818,31.08695364,7.5331,1883.275,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),360,61.24999619,1111,1.372382998,239.0362396,0.046515,47.0158,0,149.83
12086,988,ASI66-105,Horbat 'Al'al,,249900,700850,35.52802865,32.40115919,,,Refugia,Jordan Valley,Bet She'an Valley,,Surface,Unknown,No Burials,Kohn-Tavor 2012,Late Bronze Age (undifferentiated),308,70.91000366,-222,1.265067816,119.7448807,36.6266,4.75375,13.6024,68.4978
12087,5360,MJ-4808,JADIS: 2102004,,,,35.650296,30.859078,,,Refugia,Jordanian Highlands,Wadi Hasa Survey,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),323,60.69499969,1167,4.314035416,273.1221313,0.053995,27.6966,0,73.112
12088,6095,MJ-10006,Ain Saubala,,,,35.641306,30.952908,,,Zone of Uncertainty,Jordanian Highlands,Wadi Hasa Survey,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),214,65.44999695,563,17.35786438,67.59255219,0.055589,18.6591,0,61.0044
12089,7013,MHC-163,el-Maqaber,,188500,184100,35.40577699,32.2500237,0.4,100,Refugia,Samaria,Hill Country,,Surface,Unknown,Cemetery,Zertal 2008,Late Bronze Age (undifferentiated),435,66.33499908,123,17.41007233,197.8018646,4.52711,57.0333,1.22455,124.965
12090,5104,MJ-2655, Saidiyeh,,,,35.57652304,32.26768391,7.85701,1964.2525,Zone of Uncertainty,Jordan Valley,,,Fortified,Agricultural,Tomb,megajordan.org,Late Bronze Age (undifferentiated),267,72.15499878,-257,4.672832966,278.6731873,9.62387,80.4709,0,241.264
12091,941,ASI63-77,Tel Nissa,,248883,710500,35.51751966,32.48820368,,,Refugia,Jordan Valley,Bet She'an Valley,,Surface,Unknown,No Burials,Baumgarten 2013,Late Bronze Age (undifferentiated),330,70.27999878,-216,2.422217131,209.0546112,39.8543,10.5713,7.75328,64.1935
12092,3178,ASI257-15,Timna Cliffs 4,,194002,412293,34.9411563,29.79871355,,,Poor for Agriculture,Negev,Arava Plain,,Stratified,Unknown,No Burials,Rothenberg 2014,Late Bronze Age (undifferentiated),30,69.78500366,328,9.574615479,60.31281662,0,0.613119,0.06877,3.36157
12093,3195,ASI257-38,Nahal Timna 11,,192503,410693,34.92569196,29.78424806,,,Poor for Agriculture,Negev,Arava Plain,,Stratified,Metallurgy,Tomb,Rothenberg 2014,Late Bronze Age (undifferentiated),31,69.68000031,366,3.231924534,22.8336544,0,0.645734,0.058362,4.11206
12094,3196,ASI257-40,Timna Cliffs 4,,192673,410493,34.927455,29.78244754,,,Poor for Agriculture,Negev,Arava Plain,,Surface,Metallurgy,No Burials,Rothenberg 2014,Late Bronze Age (undifferentiated),31,69.81500244,362,2.462456942,80.83765411,0,0.788277,0.042062,7.23504
12095,3273,ASI260-24,Timna Cliffs South 1,,193803,406493,34.93923585,29.74638703,,,Poor for Agriculture,Negev,Arava Plain,,Surface,Metallurgy,Tomb,Rothenberg 2014,Late Bronze Age (undifferentiated),30,70.32499695,339,15.88151741,23.8504734,0,0.681897,0.135747,5.09037
12096,3275,ASI260-26,Mount Haklil 1,,197803,406693,34.98058291,29.74826764,,,Poor for Agriculture,Jordan Valley,Arava Plain,,Surface,Metallurgy,No Burials,Rothenberg 2014,Late Bronze Age (undifferentiated),25,72.24499512,186,6.214656353,39.89783478,0,0.379614,0.068915,3.00276
12097,3281,ASI261-2,Nahal Arabah 1,,202803,406993,35.03226824,29.7510513,,,Poor for Agriculture,Jordan Valley,Arava Plain,,Surface,Unknown,No Burials,Rothenberg 2014,Late Bronze Age (undifferentiated),18,73.61000061,77,0.674983978,324.4623108,0,0.364093,0,3.6067
12098,3292,ASI263-5,Nahal Amram 3,,193704,394793,34.9384904,29.64083679,,,Poor for Agriculture,Negev,Arava Plain,,Stratified,Unknown,No Burials,Rothenberg 2014,Late Bronze Age (undifferentiated),23,71.44999695,378,12.78429222,238.3245239,0,0.233417,0.102374,2.61167
12099,383,ASI29-11,Horvat Shomriya,,223180,738648,35.24416774,32.74240346,4,1000,Refugia,Lower Galilee,Lower Galilee,,Surface,Unknown,Tomb,Raban and Shemesh 2016,Late Bronze Age (undifferentiated),588,66.28999329,222,3.378444672,3.990913153,48.9579,14.1535,44.1945,33.7082
12100,983,ASI66-69,Horbat Zemed,,249500,709290,35.52404551,32.47727628,1,250,Refugia,Jordan Valley,Bet She'an Valley,,Surface,Unknown,No Burials,Kohn-Tavor 2012,Late Bronze Age (undifferentiated),325,70.23500061,-229,1.541297913,14.7435627,35.9397,10.2546,7.99992,67.9522
12101,5388,MJ-4967,Alenda,,,,35.688856,31.045638,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),369,60.04999924,1249,9.687876701,159.8205414,0.035535,34.2562,0,123.07
12102,6098,MJ-10011,JADIS: 2104008,,,,35.630906,30.969178,,,Poor for Agriculture,Jordanian Highlands,Wadi Hasa Survey,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),199,66.08000183,599,7.364413261,334.2495117,0.032233,17.4917,0,41.1524
12103,6101,MJ-10034,Shorabat,,,,35.68169,30.971708,,,Poor for Agriculture,Jordanian Highlands,Wadi Hasa Survey,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),147,67.06999969,326,12.60266018,62.6501236,0.02972,17.136,0,35.4388
12104,6154,MJ-10169,JADIS: 2106053,,,,35.730436,31.178068,,,Refugia,Jordanian Highlands,Archaeological Survey of the Kerak Plateau,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),358,61.43000031,1010,5.645570755,259.6241455,0.047352,44.0083,0,120.578
12105,543,ASI33-18,River Jezreel,,229852,721198,35.31516042,32.58501175,,,Refugia,Jezreel Valley,Lower Galilee,,Surface,Unknown,No Burials,Raban and Shemesh 2016,Late Bronze Age (undifferentiated),479,67.42999268,21,1.240508795,108.4349518,51.2461,12.1095,38.6486,58.2235
12106,1467,ASI104-86,Horbat Zanoa?,,200238,625245,35.00167143,31.71960698,10,2500,Refugia,Judea,Judean Hills,,Surface,Agricultural,Tomb,Weiss et al. 2004,Late Bronze Age (undifferentiated),440,64.92500305,406,0.894610703,52.12501526,0,18.5559,41.5263,48.9127
12107,3628,BSL-83,"Bdayri, Tall",,611000,498000,40.8180052,36.38628388,,,Zone of Uncertainty,,Khabur,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),299,66.01999664,288,0.221942529,225,4.62416,8.483,0,30.2147
12108,3629,BSL-84,Rujm al-Hiri,,155000,108000,35.80140281,32.90815461,,,Refugia,Anti-Lebanon Mountains,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),514,63.93499756,515,1.115112185,219.2894135,6.86805,8.94572,0,88.579
12109,3630,BSL-85,Kuwayras ash-Sharqi,,316000,468000,37.52918746,36.16405559,,,Zone of Uncertainty,Upper Plateau,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),271,64.09999847,349,0.665800929,135,6.2803,14.6376,0,97.016
12110,3631,BSL-86,"'Amarna, Tall",,359000,532000,38.0117633,36.73910743,,,Refugia,,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),340,63.90499878,377,4.625572205,2.910837889,3.86954,17.4951,0,143.415
12111,3871,BSL-326,Khalda ,,126000,205000,35.47216808,33.77825451,,,Refugia,Coastal Plain,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),750,68.15000153,14,2.598370075,275.1944275,No Data,No Data,No Data,No Data
12112,5271,MJ-4341,Qataret es-Samra III,,,,35.5667,32.158792,,,Zone of Uncertainty,Jordan Valley,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),241,74.08999634,-303,6.323877811,219.9868927,6.34566,101.414,0,158.139
12113,5762,MJ-7032,JADIS: 2415145,,,,35.990716,32.016818,,,Zone of Uncertainty,Jordanian Highlands,AGAS Survey,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),267,63.13999939,731,14.11851501,21.39588547,0,0,0,75.6268
12114,5913,MJ-8571,Qal`at Fidan,,,,35.39587,30.663958,,,Poor for Agriculture,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),61,74.375,49,6.326750755,287.9873352,0.004931,1.85788,0,2.62506
12115,6063,MJ-9675,Iraq er-Rashdan,,,,35.60952,32.518158,,,Refugia,Jordan Valley,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),332,68.93000031,-107,12.4575119,287.3116455,9.49712,93.184,0,195.649
12116,6351,MJ-11352,Ghreimun,,,,35.74242,32.185378,,,Zone of Uncertainty,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),248,67.42999268,9,9.315634727,337.9320984,3.32709,187.431,0,28.2467
12117,1133,ASI80-65,Khirbet Burnat (northwest),,196086,657745,34.95708407,32.01262136,,,Refugia,Coastal Plain,Samaria Hills,,Stratified,Unknown,No Burials,Gophna and Beit-Arieh  1997,Late Bronze Age (undifferentiated),559,66.76999664,130,8.478787422,339.5671692,73.424,2.22132,22.2212,22.5274
12118,1192,ASI82-735,Nahal Ayalon (South/3),,199397,640305,34.99248884,31.8554087,0.3,75,Refugia,Judea,Shephelah,,Surface,Unknown,No Burials,Shavit 2013,Late Bronze Age (undifferentiated),473,66.30500031,171,1.788785338,37.87498474,5.01364,9.00058,3.0265,39.3403
12119,1266,ASI84-105,Nahal Lakhish,,168888,630173,34.67066195,31.76309308,1,250,Refugia,Coastal Plain,Southern Coastal Plain,,Surface,Unknown,No Burials,Berman et al. 2005,Late Bronze Age (undifferentiated),470,67.46000671,27,0.3329117,225,0,7.28019,18.4343,37.8576
12120,1289,ASI88-21,Holot Ashdod,,166088,629503,34.64114425,31.75692378,0.05,12.5,Refugia,Coastal Plain,Southern Coastal Plain,,Surface,Unknown,No Burials,Berman and Barda 2005,Late Bronze Age (undifferentiated),492,67.47499847,40,1.819461346,7.431407928,0,11.6108,19.0286,50.8786
12121,1370,ASI98-101,Nahal Lakhish,,185689,608444,34.84874911,31.56775193,1,250,Refugia,Judea,Shephelah,,Stratified,Industrial,Tomb,Dagan 1992,Late Bronze Age (undifferentiated),362,66.19999695,248,13.59114265,343.207489,0,8.94415,39.2407,46.577
12122,1678,ASI120-70,Khirbet Umm Nakhleh N 1,,188690,598194,34.8806786,31.47539502,0.8,200,Refugia,Judea,Shephelah,,Surface,Unknown,No Burials,Zissu 2015,Late Bronze Age (undifferentiated),328,65.46499634,396,3.282743216,146.6893616,0,4.5449,8.88342,24.1117
12123,2631,ASI174-123,Hare Dimona 60,,205500,550000,35.05824312,31.04105283,,,Poor for Agriculture,Negev,Central Negev,,Surface,Agricultural,No Burials,Eldad-Nir and Shemesh 2014,Late Bronze Age (undifferentiated),197,65.59999847,484,6.780963898,212.7748718,0,1.2882,2.1852,10.1918
12124,3354,AS-120,"Mirmiran (Anbar), Tell",,260930.6682,4017300.524,36.33858652,36.27106583,3.6,900,Refugia,Amuq,Amuq Valley,,Stratified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Late Bronze Age (undifferentiated),825,66.11000061,88,0.470802963,270,75.3243,11.6712,0.002422,14.0051
12125,3367,AS-144,Bakhshin,,263664,4009805,36.37124854,36.20423376,,,Refugia,Amuq,Amuq Valley,,Stratified,Unknown,No Burials,Braidwood 1937; Casana and Wilkinson 2005,Late Bronze Age (undifferentiated),792,66.13999939,98,0.941542327,0,53.7648,10.8034,0.006922,17.6369
12126,3749,BSL-204,"Khuwayra, Tall",,492000,523000,39.49800521,36.64132822,,,Refugia,,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),320,65.40499878,383,0.457538784,210.9637604,5.20083,18.771,0,99.7971
12127,3750,BSL-205,Tyros ,,99000,149000,35.19359866,33.26849556,,,Refugia,Coastal Plain,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),640,68.28500366,3,0.744379699,161.5650482,No Data,No Data,No Data,No Data
12128,3751,BSL-206,Ard Artusi,Ullaza,172000,285000,35.95693879,34.50633772,,,Refugia,Coastal Plain,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),745,68.01499939,38,7.278840065,4.304469109,13.2425,10.1071,0,1.53518
12129,3752,BSL-207,"Qarma, Tall",,613000,506000,40.84337101,36.45770432,,,Refugia,,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),301,65.92999268,292,1.588467479,249.7751465,4.28343,14.7428,0,50.0751
12130,3855,BSL-310,Ras Ibn Hani,,153000,407000,35.72861003,35.60369641,,,Refugia,,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),,,,,,No Data,No Data,No Data,No Data
12131,5126,MJ-2728, al Jumaiyel,,,,35.89928476,31.48343905,17.29791,4324.4775,Zone of Uncertainty,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),271,64.19000244,761,3.325415611,261.8699036,0.870828,11.2773,0,104.756
12132,5381,MJ-4954,Umm el-Atat,,,,35.665986,31.080898,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),374,60.1400032,1201,0.110971682,315,0.032092,27.5196,0,67.946
12133,6013,MJ-9501,Abu Nejrah,,,,35.58404667,32.20597,2.03074,507.685,Zone of Uncertainty,Jordan Valley,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),249,73.26499939,-276,1.459290743,323.7461548,4.99067,88.0479,0,259.442
